algorithm,reward,iteration,value,time
algorithm_lsp,1,26,-24.662654,6.037111
algorithm_lsp,1,27,-25.101365,6.267193
algorithm_lsp,1,28,-25.075137,6.497473
algorithm_lsp,1,29,-24.787033,6.727190
algorithm_lsp,1,30,-25.381227,6.956735
algorithm_lsp,1,31,-25.311605,7.192357
algorithm_ksp,1,1,0.000000,0.000000
algorithm_ksp,1,2,-25.483067,3.246231
algorithm_ksp,1,3,-25.552941,6.638500
algorithm_ksp,1,4,-25.440976,10.025488
algorithm_ksp,1,5,-25.457647,13.393144
algorithm_ksp,1,6,-25.132870,16.737542
algorithm_ksp,1,7,-25.674069,20.110759
algorithm_ksp,1,8,-25.482861,23.620116
algorithm_ksp,1,9,-25.788160,26.956609
algorithm_ksp,1,10,-25.019386,30.299671
algorithm_ksp,1,11,-25.536079,33.653272
algorithm_ksp,1,12,-24.650509,37.118823
algorithm_ksp,1,13,-25.238949,40.625774
algorithm_ksp,1,14,-25.167721,44.026458
algorithm_ksp,1,15,-25.140863,47.391833
algorithm_ksp,1,16,-24.989412,50.714747
algorithm_ksp,1,17,-25.167779,54.038501
algorithm_ksp,1,18,-25.400730,57.366202
algorithm_ksp,1,19,-25.489393,60.687283
algorithm_ksp,1,20,-24.966412,63.999617
algorithm_ksp,1,21,-25.295563,67.301795
algorithm_ksp,1,22,-25.242854,70.585756
algorithm_ksp,1,23,-25.323804,73.885175
algorithm_ksp,1,24,-24.992130,77.208503
algorithm_ksp,1,25,-25.293059,80.524377
algorithm_ksp,1,26,-25.355824,83.834564
algorithm_ksp,1,27,-25.115457,87.184671
algorithm_ksp,1,28,-25.209528,90.529999
algorithm_ksp,1,29,-25.330415,93.865703
algorithm_ksp,1,30,-25.322843,97.193702
algorithm_ksp,1,31,-24.988840,100.496457
algorithm_13k,2,1,0.000000,0.000000
algorithm_13k,2,2,15.801671,0.133275
algorithm_13k,2,3,15.850696,0.256549
algorithm_13k,2,4,15.850696,0.384833
algorithm_13k,2,5,15.837376,0.504162
algorithm_13k,2,6,15.799508,0.634667
algorithm_13k,2,7,15.850696,0.760375
algorithm_13k,2,8,15.793680,0.888823
algorithm_13k,2,9,15.850696,1.018229
algorithm_13k,2,10,15.808443,1.151724
algorithm_13k,2,11,15.793049,1.282408
algorithm_13k,2,12,15.762674,1.411681
algorithm_13k,2,13,15.786726,1.566409
algorithm_13k,2,14,15.850696,1.728637
algorithm_13k,2,15,15.800446,1.862518
algorithm_13k,2,16,15.726057,1.997095
algorithm_13k,2,17,15.837606,2.131223
algorithm_13k,2,18,15.801189,2.261809
algorithm_13k,2,19,15.805331,2.390531
algorithm_13k,2,20,15.850696,2.525551
algorithm_13k,2,21,15.793176,2.652578
algorithm_13k,2,22,15.832953,2.790284
algorithm_13k,2,23,15.777115,2.930066
algorithm_13k,2,24,15.850696,3.065836
algorithm_13k,2,25,15.833959,3.202655
algorithm_13k,2,26,15.811679,3.335069
algorithm_13k,2,27,15.818864,3.481695
algorithm_13k,2,28,15.807966,3.624454
algorithm_13k,2,29,15.802419,3.763916
algorithm_13k,2,30,15.850696,3.902603
algorithm_13k,2,31,15.822369,4.035607
algorithm_lsp,2,1,0.000000,0.000000
algorithm_lsp,2,2,15.790529,0.338616
algorithm_lsp,2,3,15.782725,0.570779
algorithm_lsp,2,4,15.850696,0.808035
algorithm_lsp,2,5,15.707267,1.047721
algorithm_lsp,2,6,15.619734,1.283042
algorithm_lsp,2,7,15.396569,1.510291
algorithm_lsp,2,8,15.702496,1.739161
algorithm_lsp,2,9,15.698644,1.971949
algorithm_lsp,2,10,15.654509,2.205143
algorithm_lsp,2,11,15.456306,2.438592
algorithm_lsp,2,12,15.448947,2.672830
algorithm_lsp,2,13,15.348356,2.906872
algorithm_lsp,2,14,15.787794,3.144215
algorithm_lsp,2,15,15.740918,3.378876
algorithm_lsp,2,16,15.825822,3.612324
algorithm_lsp,2,17,15.522889,3.841255
algorithm_lsp,2,18,15.533342,4.070637
algorithm_lsp,2,19,15.456546,4.298456
algorithm_lsp,2,20,15.722199,4.527375
algorithm_lsp,2,21,15.664509,4.755826
algorithm_lsp,2,22,15.569098,4.986745
algorithm_lsp,2,23,15.601495,5.223378
algorithm_lsp,2,24,15.552935,5.458264
algorithm_lsp,2,25,15.563238,5.687465
algorithm_lsp,2,26,15.693156,5.917428
algorithm_lsp,2,27,15.777184,6.146932
algorithm_lsp,2,28,15.690992,6.379756
algorithm_lsp,2,29,15.771187,6.608693
algorithm_lsp,2,30,15.711024,6.838106
algorithm_lsp,2,31,15.759905,7.067077
algorithm_ksp,2,1,0.000000,0.000000
algorithm_ksp,2,2,15.829975,3.261164
algorithm_ksp,2,3,15.828241,6.640506
algorithm_ksp,2,4,15.850696,9.980603
algorithm_ksp,2,5,15.780436,13.304109
algorithm_ksp,2,6,15.809420,16.637492
algorithm_ksp,2,7,15.754523,20.013999
algorithm_ksp,2,8,15.797650,23.346744
algorithm_ksp,2,9,15.850696,26.734837
algorithm_ksp,2,10,15.775403,30.075143
algorithm_ksp,2,11,15.822974,33.429687
algorithm_ksp,2,12,15.788097,36.816592
algorithm_ksp,2,13,15.826619,40.203072
algorithm_ksp,2,14,15.822672,43.514708
algorithm_ksp,2,15,15.827460,46.821354
algorithm_ksp,2,16,15.850696,50.184075
algorithm_ksp,2,17,15.790254,53.519261
algorithm_ksp,2,18,15.822010,56.819271
algorithm_ksp,2,19,15.850696,60.142984
algorithm_ksp,2,20,15.764511,63.522880
algorithm_ksp,2,21,15.808639,66.866191
algorithm_ksp,2,22,15.779584,70.218684
algorithm_ksp,2,23,15.803821,73.559118
algorithm_ksp,2,24,15.770457,76.895376
algorithm_ksp,2,25,15.768293,80.270515
algorithm_ksp,2,26,15.758972,83.661477
algorithm_ksp,2,27,15.756688,86.973219
algorithm_ksp,2,28,15.808443,90.365180
algorithm_ksp,2,29,15.832508,93.746618
algorithm_ksp,2,30,15.850696,97.134840
algorithm_ksp,2,31,15.799522,100.507740
algorithm_13k,3,1,0.000000,0.000000
algorithm_13k,3,2,-5.622965,0.126382
algorithm_13k,3,3,-5.866284,0.267380
algorithm_13k,3,4,-5.767333,0.386466
algorithm_13k,3,5,-5.814277,0.509165
algorithm_13k,3,6,-5.825258,0.629092
algorithm_13k,3,7,-5.556129,0.756799
algorithm_13k,3,8,-5.423278,0.888712
algorithm_13k,3,9,-4.761948,1.026921
algorithm_13k,3,10,-5.627268,1.161490
algorithm_13k,3,11,-5.565019,1.298807
algorithm_13k,3,12,-4.528239,1.439367
algorithm_13k,3,13,-4.685884,1.586565
algorithm_13k,3,14,-4.930764,1.728544
algorithm_13k,3,15,-5.349323,1.879544
algorithm_13k,3,16,0.779968,2.030833
algorithm_13k,3,17,-0.147223,2.220450
algorithm_13k,3,18,-0.976576,2.392590
algorithm_13k,3,19,0.799659,2.554462
algorithm_13k,3,20,2.308896,2.722732
algorithm_13k,3,21,2.461522,2.895669
algorithm_13k,3,22,2.681909,3.063895
algorithm_13k,3,23,2.429136,3.241731
algorithm_13k,3,24,-0.223069,3.419814
algorithm_13k,3,25,1.872958,3.604748
algorithm_13k,3,26,2.478573,3.787386
algorithm_13k,3,27,1.959124,3.978901
algorithm_13k,3,28,2.497277,4.175423
algorithm_13k,3,29,2.571834,4.371084
algorithm_13k,3,30,2.753458,4.563139
algorithm_13k,3,31,2.349365,4.761176
algorithm_lsp,3,1,0.000000,0.000000
algorithm_lsp,3,2,-2.067081,0.342995
algorithm_lsp,3,3,-1.904592,0.573107
algorithm_lsp,3,4,-1.963922,0.814060
algorithm_lsp,3,5,-4.718089,1.044982
algorithm_lsp,3,6,-4.830057,1.283693
algorithm_lsp,3,7,-4.466406,1.514969
algorithm_lsp,3,8,-5.183583,1.749214
algorithm_lsp,3,9,-5.151461,1.978338
algorithm_lsp,3,10,-5.029876,2.217513
algorithm_lsp,3,11,-0.921280,2.455663
algorithm_lsp,3,12,-0.514022,2.690425
algorithm_lsp,3,13,-0.190631,2.924763
algorithm_lsp,3,14,-5.287979,3.153921
algorithm_lsp,3,15,-4.835427,3.383388
algorithm_lsp,3,16,-4.930166,3.617075
algorithm_lsp,3,17,-4.990537,3.852969
algorithm_lsp,3,18,-4.336762,4.082137
algorithm_lsp,3,19,-5.339522,4.312313
algorithm_lsp,3,20,-5.651546,4.541272
algorithm_lsp,3,21,-5.651816,4.776792
algorithm_lsp,3,22,-5.768054,5.005853
algorithm_lsp,3,23,-0.858732,5.235288
algorithm_lsp,3,24,-0.594485,5.464320
algorithm_lsp,3,25,-0.781864,5.694140
algorithm_lsp,3,26,-4.950719,5.923463
algorithm_lsp,3,27,-4.584957,6.152097
algorithm_lsp,3,28,-4.562357,6.380028
algorithm_lsp,3,29,-4.550376,6.614775
algorithm_lsp,3,30,-5.194400,6.843743
algorithm_lsp,3,31,-5.175295,7.079159
algorithm_ksp,3,1,0.000000,0.000000
algorithm_ksp,3,2,-5.386168,3.067393
algorithm_ksp,3,3,2.132022,6.264738
algorithm_ksp,3,4,2.084196,9.465418
algorithm_ksp,3,5,2.271865,12.631946
algorithm_ksp,3,6,2.214916,15.796245
algorithm_ksp,3,7,2.197624,18.963271
algorithm_ksp,3,8,2.164292,22.133792
algorithm_ksp,3,9,2.099519,25.291024
algorithm_ksp,3,10,2.069903,28.467419
algorithm_ksp,3,11,1.816177,31.697150
algorithm_ksp,3,12,2.223226,34.859332
algorithm_ksp,3,13,2.036851,38.021402
algorithm_ksp,3,14,2.053202,41.206132
algorithm_ksp,3,15,2.259426,44.384640
algorithm_ksp,3,16,2.168262,47.567262
algorithm_ksp,3,17,2.018953,50.745300
algorithm_ksp,3,18,2.220756,53.916742
algorithm_ksp,3,19,2.107979,57.089288
algorithm_ksp,3,20,2.230618,60.413011
algorithm_ksp,3,21,2.193770,63.598150
algorithm_ksp,3,22,2.051264,66.770468
algorithm_ksp,3,23,2.103316,69.938743
algorithm_ksp,3,24,1.977163,73.116007
algorithm_ksp,3,25,2.240547,76.283940
algorithm_ksp,3,26,2.065750,79.451658
algorithm_ksp,3,27,2.219861,82.588802
algorithm_ksp,3,28,2.151720,85.742006
algorithm_ksp,3,29,2.051195,89.054112
algorithm_ksp,3,30,2.120291,92.274786
algorithm_ksp,3,31,2.101237,95.430919
algorithm_13k,4,1,0.000000,0.000000
algorithm_13k,4,2,3.114672,0.124140
algorithm_13k,4,3,3.138940,0.246920
algorithm_13k,4,4,3.117184,0.371030
algorithm_13k,4,5,3.070244,0.494839
algorithm_13k,4,6,3.079778,0.619494
algorithm_13k,4,7,3.109435,0.750611
algorithm_13k,4,8,3.116809,0.908525
algorithm_13k,4,9,3.103610,1.048655
algorithm_13k,4,10,3.138940,1.179795
algorithm_13k,4,11,3.129442,1.311540
algorithm_13k,4,12,3.122357,1.440360
algorithm_13k,4,13,3.122114,1.572426
algorithm_13k,4,14,3.127657,1.709225
algorithm_13k,4,15,3.102337,1.841527
algorithm_13k,4,16,3.049472,1.979383
algorithm_13k,4,17,3.138940,2.111630
algorithm_13k,4,18,3.138940,2.256197
algorithm_13k,4,19,3.138940,2.389032
algorithm_13k,4,20,3.138940,2.528795
algorithm_13k,4,21,3.116295,2.667426
algorithm_13k,4,22,3.138940,2.825832
algorithm_13k,4,23,3.138940,2.972434
algorithm_13k,4,24,3.133671,3.114335
algorithm_13k,4,25,3.102930,3.254362
algorithm_13k,4,26,3.115975,3.397754
algorithm_13k,4,27,3.109756,3.535434
algorithm_13k,4,28,3.118712,3.677307
algorithm_13k,4,29,3.104702,3.820064
algorithm_13k,4,30,3.083616,3.963065
algorithm_13k,4,31,3.105536,4.106313
algorithm_lsp,4,1,0.000000,0.000000
algorithm_lsp,4,2,3.135942,0.345168
algorithm_lsp,4,3,3.124794,0.584916
algorithm_lsp,4,4,3.134852,0.820481
algorithm_lsp,4,5,3.020624,1.054605
algorithm_lsp,4,6,2.951820,1.289936
algorithm_lsp,4,7,3.024554,1.523848
algorithm_lsp,4,8,2.913970,1.758275
algorithm_lsp,4,9,2.994294,1.988147
algorithm_lsp,4,10,2.950808,2.228961
algorithm_lsp,4,11,3.127930,2.468124
algorithm_lsp,4,12,3.117194,2.707202
algorithm_lsp,4,13,3.094671,2.941399
algorithm_lsp,4,14,2.158592,3.175399
algorithm_lsp,4,15,2.348222,3.409810
algorithm_lsp,4,16,2.069286,3.643757
algorithm_lsp,4,17,3.009160,3.878024
algorithm_lsp,4,18,3.022237,4.111662
algorithm_lsp,4,19,3.020661,4.346336
algorithm_lsp,4,20,3.090333,4.580196
algorithm_lsp,4,21,3.138940,4.815211
algorithm_lsp,4,22,3.138940,5.050285
algorithm_lsp,4,23,2.983676,5.284723
algorithm_lsp,4,24,3.068949,5.519822
algorithm_lsp,4,25,3.067411,5.755681
algorithm_lsp,4,26,3.042173,5.990221
algorithm_lsp,4,27,3.058171,6.225075
algorithm_lsp,4,28,2.969466,6.459921
algorithm_lsp,4,29,3.068462,6.693557
algorithm_lsp,4,30,3.039706,6.928231
algorithm_lsp,4,31,2.958772,7.162600
algorithm_ksp,4,1,0.000000,0.000000
algorithm_ksp,4,2,3.132435,3.381391
algorithm_ksp,4,3,3.123117,6.909805
algorithm_ksp,4,4,3.000385,10.406616
algorithm_ksp,4,5,3.101920,13.914317
algorithm_ksp,4,6,3.138940,17.444528
algorithm_ksp,4,7,3.034156,20.950176
algorithm_ksp,4,8,3.125489,24.446269
algorithm_ksp,4,9,3.132697,27.960206
algorithm_ksp,4,10,3.118984,31.477141
algorithm_ksp,4,11,3.087711,34.983490
algorithm_ksp,4,12,3.106652,38.494668
algorithm_ksp,4,13,3.138940,42.007748
algorithm_ksp,4,14,3.123697,45.497523
algorithm_ksp,4,15,3.063929,48.997241
algorithm_ksp,4,16,3.138940,52.522207
algorithm_ksp,4,17,2.819500,56.013737
algorithm_ksp,4,18,2.990740,59.576102
algorithm_ksp,4,19,3.123771,63.082011
algorithm_ksp,4,20,3.108197,66.589060
algorithm_ksp,4,21,3.086025,70.125374
algorithm_ksp,4,22,2.786461,73.631381
algorithm_ksp,4,23,3.116192,77.130063
algorithm_ksp,4,24,3.138940,80.644188
algorithm_ksp,4,25,3.138940,84.171671
algorithm_ksp,4,26,2.888097,87.702194
algorithm_ksp,4,27,3.120428,91.197674
algorithm_ksp,4,28,3.119540,94.708393
algorithm_ksp,4,29,3.117316,98.211277
algorithm_ksp,4,30,3.138940,101.754446
algorithm_ksp,4,31,3.138940,105.241591
algorithm_13k,5,1,0.000000,0.000000
algorithm_13k,5,2,-14.947845,0.120906
algorithm_13k,5,3,-14.949439,0.238124
algorithm_13k,5,4,-14.900089,0.352591
algorithm_13k,5,5,-14.914400,0.465769
algorithm_13k,5,6,-14.906090,0.595464
algorithm_13k,5,7,-14.899766,0.724337
algorithm_13k,5,8,-13.143431,0.873831
algorithm_13k,5,9,-14.769128,1.012242
algorithm_13k,5,10,-14.854426,1.157058
algorithm_13k,5,11,-10.147045,1.297153
algorithm_13k,5,12,-14.616839,1.454257
algorithm_13k,5,13,-14.108805,1.611608
algorithm_13k,5,14,-14.306795,1.779465
algorithm_13k,5,15,-13.711626,1.952204
algorithm_13k,5,16,-7.034075,2.125724
algorithm_13k,5,17,-8.742569,2.309235
algorithm_13k,5,18,-7.221070,2.498645
algorithm_13k,5,19,-7.079089,2.700897
algorithm_13k,5,20,-7.047538,2.886076
algorithm_13k,5,21,-6.898754,3.132409
algorithm_13k,5,22,-7.107253,3.327828
algorithm_13k,5,23,-7.061644,3.541360
algorithm_13k,5,24,-7.379136,3.753595
algorithm_13k,5,25,-7.339667,3.984530
algorithm_13k,5,26,-8.867361,4.191888
algorithm_13k,5,27,-12.506220,4.423553
algorithm_13k,5,28,-9.533709,4.636848
algorithm_13k,5,29,-13.676852,4.867156
algorithm_13k,5,30,-7.187173,5.065643
algorithm_13k,5,31,-6.782973,5.272530
algorithm_lsp,5,1,0.000000,0.000000
algorithm_lsp,5,2,-12.767461,0.337991
algorithm_lsp,5,3,-12.719527,0.566832
algorithm_lsp,5,4,-12.934335,0.816884
algorithm_lsp,5,5,-14.286728,1.054051
algorithm_lsp,5,6,-13.903395,1.284308
algorithm_lsp,5,7,-14.684151,1.520237
algorithm_lsp,5,8,-14.025480,1.750524
algorithm_lsp,5,9,-13.129555,1.981030
algorithm_lsp,5,10,-13.974912,2.210928
algorithm_lsp,5,11,-14.741351,2.440343
algorithm_lsp,5,12,-14.761483,2.669586
algorithm_lsp,5,13,-14.662595,2.899329
algorithm_lsp,5,14,-14.438729,3.128567
algorithm_lsp,5,15,-14.298969,3.361001
algorithm_lsp,5,16,-14.364695,3.597326
algorithm_lsp,5,17,-14.660348,3.833009
algorithm_lsp,5,18,-14.011851,4.068036
algorithm_lsp,5,19,-14.699347,4.303737
algorithm_lsp,5,20,-13.991403,4.537014
algorithm_lsp,5,21,-14.058424,4.772999
algorithm_lsp,5,22,-14.114944,5.007666
algorithm_lsp,5,23,-14.172959,5.236609
algorithm_lsp,5,24,-14.576576,5.465981
algorithm_lsp,5,25,-13.952953,5.695348
algorithm_lsp,5,26,-14.443454,5.924993
algorithm_lsp,5,27,-14.601289,6.154947
algorithm_lsp,5,28,-14.653956,6.387069
algorithm_lsp,5,29,-14.361837,6.616524
algorithm_lsp,5,30,-14.081101,6.852090
algorithm_lsp,5,31,-14.629371,7.088077
algorithm_ksp,5,1,0.000000,0.000000
algorithm_ksp,5,2,-14.348583,3.136788
algorithm_ksp,5,3,-14.145740,6.377092
algorithm_ksp,5,4,-14.515661,9.611986
algorithm_ksp,5,5,-14.738418,12.827746
algorithm_ksp,5,6,-14.494677,16.065856
algorithm_ksp,5,7,-14.238324,19.294864
algorithm_ksp,5,8,-14.513404,22.519184
algorithm_ksp,5,9,-14.816707,25.751855
algorithm_ksp,5,10,-14.531071,28.971421
algorithm_ksp,5,11,-14.353502,32.199480
algorithm_ksp,5,12,-14.602796,35.464454
algorithm_ksp,5,13,-14.343101,38.726406
algorithm_ksp,5,14,-14.521035,42.043954
algorithm_ksp,5,15,-14.491818,45.401770
algorithm_ksp,5,16,-14.589419,48.652273
algorithm_ksp,5,17,-14.309092,51.924824
algorithm_ksp,5,18,-14.291030,55.230738
algorithm_ksp,5,19,-14.631189,58.548469
algorithm_ksp,5,20,-14.392215,61.896561
algorithm_ksp,5,21,-14.425802,65.187578
algorithm_ksp,5,22,-13.815253,68.486544
algorithm_ksp,5,23,-14.393043,71.771380
algorithm_ksp,5,24,-14.556950,75.048519
algorithm_ksp,5,25,-14.577629,78.349098
algorithm_ksp,5,26,-14.263838,81.716187
algorithm_ksp,5,27,-14.568068,85.049667
algorithm_ksp,5,28,-14.384199,88.293342
algorithm_ksp,5,29,-14.413588,91.544445
algorithm_ksp,5,30,-14.170657,94.842007
algorithm_ksp,5,31,-14.614154,98.232225
algorithm_13k,6,1,0.000000,0.000000
algorithm_13k,6,2,8.904559,0.125557
algorithm_13k,6,3,8.907277,0.259252
algorithm_13k,6,4,8.888241,0.388643
algorithm_13k,6,5,8.914715,0.519086
algorithm_13k,6,6,8.911117,0.644763
algorithm_13k,6,7,8.915447,0.776524
algorithm_13k,6,8,8.899528,0.919690
algorithm_13k,6,9,8.879904,1.073350
algorithm_13k,6,10,8.917861,1.228608
algorithm_13k,6,11,8.917861,1.368445
algorithm_13k,6,12,8.879031,1.513399
algorithm_13k,6,13,8.919022,1.665677
algorithm_13k,6,14,8.912973,1.821940
algorithm_13k,6,15,8.902164,1.984040
algorithm_13k,6,16,8.873753,2.143441
algorithm_13k,6,17,8.901622,2.289015
algorithm_13k,6,18,8.909604,2.430941
algorithm_13k,6,19,8.892118,2.586509
algorithm_13k,6,20,8.903280,2.726574
algorithm_13k,6,21,8.917861,2.866236
algorithm_13k,6,22,8.893094,3.004137
algorithm_13k,6,23,8.917861,3.143785
algorithm_13k,6,24,8.917861,3.279459
algorithm_13k,6,25,8.896035,3.425163
algorithm_13k,6,26,8.904323,3.569214
algorithm_13k,6,27,8.900182,3.708722
algorithm_13k,6,28,8.917861,3.847455
algorithm_13k,6,29,8.908656,3.991830
algorithm_13k,6,30,8.891083,4.144559
algorithm_13k,6,31,8.904442,4.291935
algorithm_lsp,6,1,0.000000,0.000000
algorithm_lsp,6,2,8.917861,0.343617
algorithm_lsp,6,3,8.912296,0.583360
algorithm_lsp,6,4,8.910227,0.826350
algorithm_lsp,6,5,8.910559,1.059621
algorithm_lsp,6,6,8.867005,1.293255
algorithm_lsp,6,7,8.897542,1.528931
algorithm_lsp,6,8,8.855738,1.765209
algorithm_lsp,6,9,8.870947,2.006063
algorithm_lsp,6,10,8.874576,2.243381
algorithm_lsp,6,11,8.824475,2.479521
algorithm_lsp,6,12,8.856467,2.716965
algorithm_lsp,6,13,8.833695,2.953933
algorithm_lsp,6,14,8.875999,3.191003
algorithm_lsp,6,15,8.912430,3.431366
algorithm_lsp,6,16,8.866589,3.668419
algorithm_lsp,6,17,8.907771,3.905527
algorithm_lsp,6,18,8.908363,4.142053
algorithm_lsp,6,19,8.917861,4.379785
algorithm_lsp,6,20,8.874626,4.619989
algorithm_lsp,6,21,8.879600,4.857538
algorithm_lsp,6,22,8.832907,5.097538
algorithm_lsp,6,23,8.903269,5.330096
algorithm_lsp,6,24,8.898821,5.560474
algorithm_lsp,6,25,8.913560,5.790373
algorithm_lsp,6,26,8.776570,6.025640
algorithm_lsp,6,27,8.844975,6.256253
algorithm_lsp,6,28,8.703669,6.492441
algorithm_lsp,6,29,8.806634,6.732246
algorithm_lsp,6,30,8.851537,6.974712
algorithm_lsp,6,31,8.785415,7.213290
algorithm_ksp,6,1,0.000000,0.000000
algorithm_ksp,6,2,8.887851,3.144431
algorithm_ksp,6,3,8.912551,6.411743
algorithm_ksp,6,4,8.894072,9.683671
algorithm_ksp,6,5,8.898162,12.964616
algorithm_ksp,6,6,8.887856,16.238439
algorithm_ksp,6,7,8.881876,19.552466
algorithm_ksp,6,8,8.901176,22.771765
algorithm_ksp,6,9,8.893499,25.994773
algorithm_ksp,6,10,8.896400,29.215045
algorithm_ksp,6,11,8.916436,32.429558
algorithm_ksp,6,12,8.875371,35.647472
algorithm_ksp,6,13,8.879043,38.866757
algorithm_ksp,6,14,8.914165,42.086901
algorithm_ksp,6,15,8.890961,45.307003
algorithm_ksp,6,16,8.899119,48.522413
algorithm_ksp,6,17,8.898816,51.750033
algorithm_ksp,6,18,8.890997,54.990375
algorithm_ksp,6,19,8.904496,58.223552
algorithm_ksp,6,20,8.905139,61.486515
algorithm_ksp,6,21,8.910922,64.712980
algorithm_ksp,6,22,8.917861,67.956468
algorithm_ksp,6,23,8.883900,71.202843
algorithm_ksp,6,24,8.917861,74.464124
algorithm_ksp,6,25,8.906843,77.700299
algorithm_ksp,6,26,8.905270,80.927410
algorithm_ksp,6,27,8.902386,84.146103
algorithm_ksp,6,28,8.839058,87.384342
algorithm_ksp,6,29,8.911137,90.617705
algorithm_ksp,6,30,8.917861,93.848844
algorithm_ksp,6,31,8.912551,97.067876
algorithm_13k,7,1,0.000000,0.000000
algorithm_13k,7,2,-4.896966,0.126230
algorithm_13k,7,3,-4.874966,0.257938
algorithm_13k,7,4,-4.889951,0.381418
algorithm_13k,7,5,-4.845799,0.510005
algorithm_13k,7,6,-4.859272,0.634792
algorithm_13k,7,7,-4.860950,0.771994
algorithm_13k,7,8,-4.876424,0.908487
algorithm_13k,7,9,-4.889951,1.055226
algorithm_13k,7,10,-4.851595,1.208650
algorithm_13k,7,11,-4.885112,1.352161
algorithm_13k,7,12,-4.846373,1.493079
algorithm_13k,7,13,-4.863469,1.644239
algorithm_13k,7,14,-4.857972,1.823328
algorithm_13k,7,15,-4.865657,1.974025
algorithm_13k,7,16,-4.889759,2.112664
algorithm_13k,7,17,-4.874798,2.246282
algorithm_13k,7,18,-4.880463,2.385477
algorithm_13k,7,19,-4.832569,2.523252
algorithm_13k,7,20,-4.869078,2.667362
algorithm_13k,7,21,-4.845955,2.821893
algorithm_13k,7,22,-4.870645,2.996494
algorithm_13k,7,23,-4.889951,3.165777
algorithm_13k,7,24,-4.889951,3.327867
algorithm_13k,7,25,-4.800796,3.471720
algorithm_13k,7,26,-4.889951,3.626026
algorithm_13k,7,27,-4.889951,3.771197
algorithm_13k,7,28,-4.889951,3.910215
algorithm_13k,7,29,-4.858500,4.045490
algorithm_13k,7,30,-4.863469,4.181027
algorithm_13k,7,31,-4.889951,4.317969
algorithm_lsp,7,1,0.000000,0.000000
algorithm_lsp,7,2,-4.889463,0.345364
algorithm_lsp,7,3,-4.478372,0.577073
algorithm_lsp,7,4,-4.823811,0.809488
algorithm_lsp,7,5,-4.564502,1.042705
algorithm_lsp,7,6,-4.724666,1.276886
algorithm_lsp,7,7,-4.755917,1.509350
algorithm_lsp,7,8,-4.801661,1.741431
algorithm_lsp,7,9,-4.641004,1.972471
algorithm_lsp,7,10,-4.637378,2.204529
algorithm_lsp,7,11,-4.570688,2.436047
algorithm_lsp,7,12,-4.601361,2.674418
algorithm_lsp,7,13,-4.671926,2.906006
algorithm_lsp,7,14,-4.398267,3.137400
algorithm_lsp,7,15,-4.507331,3.368566
