algorithm,reward,iteration,value,time
algorithm_lsp,2,19,7.988893,8.003369
algorithm_lsp,2,20,7.071264,8.442340
algorithm_lsp,2,21,6.966527,8.850323
algorithm_lsp,2,22,7.030678,9.293065
algorithm_lsp,2,23,6.986310,9.731375
algorithm_lsp,2,24,6.935431,10.146988
algorithm_lsp,2,25,7.000883,10.557269
algorithm_lsp,2,26,6.757991,10.959413
algorithm_lsp,2,27,6.740370,11.430235
algorithm_lsp,2,28,6.885977,11.846247
algorithm_lsp,2,29,7.603892,12.276671
algorithm_lsp,2,30,7.473532,12.672029
algorithm_lsp,2,31,7.519512,13.107411
algorithm_ksp,2,1,0.000000,0.000000
algorithm_ksp,2,2,4.918523,9.346517
algorithm_ksp,2,3,4.145664,18.949542
algorithm_ksp,2,4,4.737206,28.380630
algorithm_ksp,2,5,4.764170,37.098248
algorithm_ksp,2,6,4.782413,45.835050
algorithm_ksp,2,7,4.381205,54.745918
algorithm_ksp,2,8,4.409314,63.682706
algorithm_ksp,2,9,4.370827,72.670117
algorithm_ksp,2,10,4.321854,81.731273
algorithm_ksp,2,11,4.395098,91.096604
algorithm_ksp,2,12,4.398591,100.109642
algorithm_ksp,2,13,4.341041,109.148691
algorithm_ksp,2,14,4.356835,118.612796
algorithm_ksp,2,15,4.336501,128.367097
algorithm_ksp,2,16,4.360897,138.004201
algorithm_ksp,2,17,4.376519,148.164018
algorithm_ksp,2,18,4.349979,158.760624
algorithm_ksp,2,19,4.368026,169.523191
algorithm_ksp,2,20,4.349468,180.392041
algorithm_ksp,2,21,4.365284,190.989002
algorithm_ksp,2,22,4.372309,201.723732
algorithm_ksp,2,23,4.348836,212.470499
algorithm_ksp,2,24,4.355116,223.354113
algorithm_ksp,2,25,4.362866,234.203758
algorithm_ksp,2,26,4.341481,245.119559
algorithm_ksp,2,27,4.331189,255.614736
algorithm_ksp,2,28,4.379133,265.075606
algorithm_ksp,2,29,4.373367,274.503361
algorithm_ksp,2,30,4.396753,283.951469
algorithm_ksp,2,31,4.352733,293.512710
algorithm_13k,3,1,0.000000,0.000000
algorithm_13k,3,2,13.340416,0.207330
algorithm_13k,3,3,12.471998,0.407074
algorithm_13k,3,4,12.491716,0.607735
algorithm_13k,3,5,12.540419,0.783742
algorithm_13k,3,6,12.643622,1.036958
algorithm_13k,3,7,12.347109,1.304692
algorithm_13k,3,8,12.764405,1.620803
algorithm_13k,3,9,12.660022,2.014915
algorithm_13k,3,10,12.784938,2.389774
algorithm_13k,3,11,12.736908,3.013922
algorithm_13k,3,12,13.059452,3.404241
algorithm_13k,3,13,12.727155,3.675421
algorithm_13k,3,14,12.683837,3.900682
algorithm_13k,3,15,12.662518,4.166549
algorithm_13k,3,16,12.553044,4.414409
algorithm_13k,3,17,12.865752,4.713403
algorithm_13k,3,18,12.961451,4.977480
algorithm_13k,3,19,12.679388,5.318519
algorithm_13k,3,20,12.740074,5.688540
algorithm_13k,3,21,12.641662,6.002127
algorithm_13k,3,22,12.697370,6.266832
algorithm_13k,3,23,12.621644,6.588375
algorithm_13k,3,24,12.798398,6.878143
algorithm_13k,3,25,13.115921,7.286957
algorithm_13k,3,26,13.082866,7.644237
algorithm_13k,3,27,13.132630,8.067150
algorithm_13k,3,28,13.524734,8.410479
algorithm_13k,3,29,13.389174,8.810044
algorithm_13k,3,30,13.320610,9.169538
algorithm_13k,3,31,13.077068,9.528460
algorithm_lsp,3,1,0.000000,0.000000
algorithm_lsp,3,2,12.725048,0.610026
algorithm_lsp,3,3,12.736058,1.045923
algorithm_lsp,3,4,12.739843,1.525091
algorithm_lsp,3,5,12.932148,1.948895
algorithm_lsp,3,6,12.861930,2.355743
algorithm_lsp,3,7,12.852938,2.935435
algorithm_lsp,3,8,12.950662,3.514247
algorithm_lsp,3,9,12.934999,4.068569
algorithm_lsp,3,10,12.906306,4.631789
algorithm_lsp,3,11,12.831610,5.184679
algorithm_lsp,3,12,12.772838,5.784119
algorithm_lsp,3,13,12.916644,6.480050
algorithm_lsp,3,14,13.096373,7.059656
algorithm_lsp,3,15,13.147748,7.489906
algorithm_lsp,3,16,13.109732,7.910447
algorithm_lsp,3,17,13.809518,8.418055
algorithm_lsp,3,18,13.795028,9.015325
algorithm_lsp,3,19,13.815885,9.597346
algorithm_lsp,3,20,13.140088,10.125515
algorithm_lsp,3,21,13.182983,10.689594
algorithm_lsp,3,22,13.178659,11.189544
algorithm_lsp,3,23,12.681493,11.665966
algorithm_lsp,3,24,12.655229,12.188208
algorithm_lsp,3,25,12.630610,12.685245
algorithm_lsp,3,26,12.860451,13.131254
algorithm_lsp,3,27,12.875712,13.581353
algorithm_lsp,3,28,12.933485,14.060406
algorithm_lsp,3,29,12.842666,14.545352
algorithm_lsp,3,30,12.943680,15.067342
algorithm_lsp,3,31,12.923011,15.579498
algorithm_ksp,3,1,0.000000,0.000000
algorithm_ksp,3,2,12.717776,12.129756
algorithm_ksp,3,3,12.552323,24.710081
algorithm_ksp,3,4,12.502723,37.776837
algorithm_ksp,3,5,12.484880,51.247052
algorithm_ksp,3,6,12.519758,63.429774
algorithm_ksp,3,7,12.494805,75.661416
algorithm_ksp,3,8,12.500014,86.774161
algorithm_ksp,3,9,12.522410,98.722421
algorithm_ksp,3,10,12.502484,110.618437
algorithm_ksp,3,11,12.491507,122.500044
algorithm_ksp,3,12,12.487565,133.988097
algorithm_ksp,3,13,12.487185,146.031443
algorithm_ksp,3,14,12.480198,157.013655
algorithm_ksp,3,15,12.485460,167.610674
algorithm_ksp,3,16,12.491750,178.930586
algorithm_ksp,3,17,12.486636,190.917342
algorithm_ksp,3,18,12.482901,201.859031
algorithm_ksp,3,19,12.476634,213.440901
algorithm_ksp,3,20,12.494394,224.990306
algorithm_ksp,3,21,12.486408,236.759957
algorithm_ksp,3,22,12.485947,249.243727
algorithm_ksp,3,23,12.486179,261.549485
algorithm_ksp,3,24,12.497737,274.433672
algorithm_ksp,3,25,12.491664,285.655019
algorithm_ksp,3,26,12.478964,297.098033
algorithm_ksp,3,27,12.477461,308.444598
algorithm_ksp,3,28,12.500725,319.872948
algorithm_ksp,3,29,12.488173,331.361643
algorithm_ksp,3,30,12.488685,342.654657
algorithm_ksp,3,31,12.491844,354.199610
algorithm_13k,4,1,0.000000,0.000000
algorithm_13k,4,2,-12.600331,0.200449
algorithm_13k,4,3,-15.043095,0.393744
algorithm_13k,4,4,-14.982517,0.592137
algorithm_13k,4,5,-15.048585,0.791404
algorithm_13k,4,6,-14.677739,1.058783
algorithm_13k,4,7,-15.089828,1.311022
algorithm_13k,4,8,-14.222109,1.593019
algorithm_13k,4,9,-12.611432,1.850029
algorithm_13k,4,10,-13.486092,2.062649
algorithm_13k,4,11,-14.701069,2.301982
algorithm_13k,4,12,-12.773979,2.536232
algorithm_13k,4,13,-14.606934,2.761929
algorithm_13k,4,14,-13.749048,3.035799
algorithm_13k,4,15,-13.842773,3.304574
algorithm_13k,4,16,-14.144352,3.592429
algorithm_13k,4,17,-14.426889,3.865507
algorithm_13k,4,18,-14.132466,4.084679
algorithm_13k,4,19,-14.403657,4.322093
algorithm_13k,4,20,-14.397891,4.615798
algorithm_13k,4,21,-14.250834,4.901836
algorithm_13k,4,22,-13.000254,5.182708
algorithm_13k,4,23,-14.491684,5.491227
algorithm_13k,4,24,-13.860250,5.796367
algorithm_13k,4,25,-13.950720,6.142018
algorithm_13k,4,26,-13.446669,6.630485
algorithm_13k,4,27,-13.845158,7.015925
algorithm_13k,4,28,-13.798727,7.376410
algorithm_13k,4,29,-13.643371,7.847379
algorithm_13k,4,30,-13.568300,8.239990
algorithm_13k,4,31,-13.684577,8.651169
algorithm_lsp,4,1,0.000000,0.000000
algorithm_lsp,4,2,-14.962298,0.691232
algorithm_lsp,4,3,-14.840715,1.238147
algorithm_lsp,4,4,-15.045526,1.731400
algorithm_lsp,4,5,-14.677787,2.181872
algorithm_lsp,4,6,-14.742817,2.677230
algorithm_lsp,4,7,-14.897549,3.182191
algorithm_lsp,4,8,-13.756822,3.678822
algorithm_lsp,4,9,-13.977155,4.169778
algorithm_lsp,4,10,-14.003359,4.728435
algorithm_lsp,4,11,-15.086367,5.206879
algorithm_lsp,4,12,-15.007066,5.701615
algorithm_lsp,4,13,-15.285316,6.161403
algorithm_lsp,4,14,-15.360290,6.680659
algorithm_lsp,4,15,-15.515436,7.202898
algorithm_lsp,4,16,-15.237183,7.665144
algorithm_lsp,4,17,-13.266140,8.163518
algorithm_lsp,4,18,-13.147437,8.666053
algorithm_lsp,4,19,-13.271428,9.188040
algorithm_lsp,4,20,-15.094684,9.674945
algorithm_lsp,4,21,-15.213586,10.141832
algorithm_lsp,4,22,-15.221564,10.623118
algorithm_lsp,4,23,-13.766983,11.105917
algorithm_lsp,4,24,-13.752036,11.587589
algorithm_lsp,4,25,-13.796347,12.067095
algorithm_lsp,4,26,-14.332152,12.544030
algorithm_lsp,4,27,-14.354693,12.983664
algorithm_lsp,4,28,-14.354450,13.450083
algorithm_lsp,4,29,-14.044086,13.911202
algorithm_lsp,4,30,-14.355970,14.343187
algorithm_lsp,4,31,-13.816138,14.836199
algorithm_ksp,4,1,0.000000,0.000000
algorithm_ksp,4,2,-15.941614,11.488981
algorithm_ksp,4,3,-15.624369,22.640305
algorithm_ksp,4,4,-15.714190,33.818090
algorithm_ksp,4,5,-15.641869,45.124781
algorithm_ksp,4,6,-15.540606,55.551058
algorithm_ksp,4,7,-15.448131,66.050391
algorithm_ksp,4,8,-15.475360,76.730506
algorithm_ksp,4,9,-15.733114,87.876886
algorithm_ksp,4,10,-15.520279,98.855423
algorithm_ksp,4,11,-15.604934,110.124971
algorithm_ksp,4,12,-15.623711,121.174326
algorithm_ksp,4,13,-15.656020,132.258843
algorithm_ksp,4,14,-15.641033,143.361373
algorithm_ksp,4,15,-15.427680,154.605062
algorithm_ksp,4,16,-15.705076,165.913016
algorithm_ksp,4,17,-15.497329,177.033051
algorithm_ksp,4,18,-15.683868,187.923568
algorithm_ksp,4,19,-15.619621,198.943665
algorithm_ksp,4,20,-15.328038,210.155169
algorithm_ksp,4,21,-15.459041,221.336281
algorithm_ksp,4,22,-15.574185,232.349763
algorithm_ksp,4,23,-15.456698,243.345695
algorithm_ksp,4,24,-15.768048,254.380610
algorithm_ksp,4,25,-15.601245,265.506681
algorithm_ksp,4,26,-15.642912,276.491796
algorithm_ksp,4,27,-15.597043,287.865542
algorithm_ksp,4,28,-15.388033,299.207514
algorithm_ksp,4,29,-15.698604,310.600881
algorithm_ksp,4,30,-15.544403,321.743327
algorithm_ksp,4,31,-15.684004,332.819192
algorithm_13k,5,1,0.000000,0.000000
algorithm_13k,5,2,11.280687,0.131101
algorithm_13k,5,3,11.273641,0.263992
algorithm_13k,5,4,11.265917,0.444560
algorithm_13k,5,5,11.283223,0.631593
algorithm_13k,5,6,11.268111,0.878885
algorithm_13k,5,7,11.249057,1.044982
algorithm_13k,5,8,11.238873,1.193865
algorithm_13k,5,9,11.273422,1.352136
algorithm_13k,5,10,11.278871,1.591307
algorithm_13k,5,11,11.270380,1.846508
algorithm_13k,5,12,11.273973,2.097637
algorithm_13k,5,13,11.265794,2.342459
algorithm_13k,5,14,11.253866,2.557042
algorithm_13k,5,15,11.261743,2.772965
algorithm_13k,5,16,11.262272,2.998803
algorithm_13k,5,17,11.257792,3.213379
algorithm_13k,5,18,11.235091,3.453580
algorithm_13k,5,19,11.268107,3.672520
algorithm_13k,5,20,11.208283,3.886624
algorithm_13k,5,21,11.260569,4.212131
algorithm_13k,5,22,11.244476,4.445515
algorithm_13k,5,23,11.235502,4.691411
algorithm_13k,5,24,11.261349,4.951048
algorithm_13k,5,25,11.256734,5.185317
algorithm_13k,5,26,11.249367,5.440989
algorithm_13k,5,27,11.251763,5.698867
algorithm_13k,5,28,11.254551,5.956187
algorithm_13k,5,29,11.223888,6.199863
algorithm_13k,5,30,11.265313,6.398986
algorithm_13k,5,31,11.259206,6.614077
algorithm_lsp,5,1,0.000000,0.000000
algorithm_lsp,5,2,11.253706,0.573245
algorithm_lsp,5,3,11.216930,1.000460
algorithm_lsp,5,4,11.246719,1.544357
algorithm_lsp,5,5,10.922690,1.941968
algorithm_lsp,5,6,10.908941,2.336129
algorithm_lsp,5,7,10.921349,2.728502
algorithm_lsp,5,8,10.196256,3.119528
algorithm_lsp,5,9,10.257245,3.508925
algorithm_lsp,5,10,10.191634,3.899579
algorithm_lsp,5,11,11.143410,4.287434
algorithm_lsp,5,12,11.180365,4.684519
algorithm_lsp,5,13,11.144138,5.078000
algorithm_lsp,5,14,10.321880,5.464278
algorithm_lsp,5,15,10.405881,5.852443
algorithm_lsp,5,16,10.437722,6.252914
algorithm_lsp,5,17,10.497399,6.658742
algorithm_lsp,5,18,10.438555,7.059435
algorithm_lsp,5,19,10.442553,7.448145
algorithm_lsp,5,20,9.588620,7.847184
algorithm_lsp,5,21,9.518636,8.266472
algorithm_lsp,5,22,9.616104,8.668896
algorithm_lsp,5,23,10.893143,9.064124
algorithm_lsp,5,24,10.849541,9.455203
algorithm_lsp,5,25,10.889915,9.855919
algorithm_lsp,5,26,11.218493,10.255558
algorithm_lsp,5,27,11.210417,10.648330
algorithm_lsp,5,28,11.256819,11.038344
algorithm_lsp,5,29,11.232196,11.440336
algorithm_lsp,5,30,11.237080,11.830214
algorithm_lsp,5,31,11.233003,12.224907
algorithm_ksp,5,1,0.000000,0.000000
algorithm_ksp,5,2,11.273984,9.500346
algorithm_ksp,5,3,10.943083,18.942709
algorithm_ksp,5,4,11.238948,28.354497
algorithm_ksp,5,5,11.263401,38.028244
algorithm_ksp,5,6,11.246514,48.182874
algorithm_ksp,5,7,11.263697,58.128276
algorithm_ksp,5,8,11.250536,67.847937
algorithm_ksp,5,9,11.266786,77.200971
algorithm_ksp,5,10,11.249924,86.609520
algorithm_ksp,5,11,11.248795,96.136823
algorithm_ksp,5,12,11.255761,106.183759
algorithm_ksp,5,13,11.243838,116.228842
algorithm_ksp,5,14,11.255806,126.303354
algorithm_ksp,5,15,11.257479,135.786449
algorithm_ksp,5,16,11.275491,145.219158
algorithm_ksp,5,17,11.254666,154.645623
algorithm_ksp,5,18,11.245649,164.080716
algorithm_ksp,5,19,11.270523,173.470420
algorithm_ksp,5,20,11.248252,182.851788
algorithm_ksp,5,21,11.272422,192.220894
algorithm_ksp,5,22,11.271287,201.597887
algorithm_ksp,5,23,11.250754,210.964697
algorithm_ksp,5,24,11.250103,220.337528
algorithm_ksp,5,25,11.241565,229.668721
algorithm_ksp,5,26,11.280821,239.540199
algorithm_ksp,5,27,11.254498,248.926506
algorithm_ksp,5,28,11.224283,258.352534
algorithm_ksp,5,29,11.261884,267.780692
algorithm_ksp,5,30,11.267915,277.208403
algorithm_ksp,5,31,11.277664,286.894308
algorithm_13k,6,1,0.000000,0.000000
algorithm_13k,6,2,14.983571,0.168445
algorithm_13k,6,3,14.983571,0.306286
algorithm_13k,6,4,14.950570,0.451741
algorithm_13k,6,5,14.983571,0.581787
algorithm_13k,6,6,14.983571,0.729168
algorithm_13k,6,7,14.983571,0.876053
algorithm_13k,6,8,14.951290,1.066830
algorithm_13k,6,9,14.963670,1.254021
algorithm_13k,6,10,14.954316,1.451094
algorithm_13k,6,11,14.967555,1.666093
algorithm_13k,6,12,14.979031,1.819291
algorithm_13k,6,13,14.960075,1.972122
algorithm_13k,6,14,14.944319,2.137630
algorithm_13k,6,15,14.971248,2.305653
algorithm_13k,6,16,14.932315,2.457410
algorithm_13k,6,17,14.975514,2.609860
algorithm_13k,6,18,14.983571,2.830551
algorithm_13k,6,19,14.969597,2.994596
algorithm_13k,6,20,14.983571,3.145200
algorithm_13k,6,21,14.967213,3.303766
algorithm_13k,6,22,14.950151,3.464832
algorithm_13k,6,23,14.949800,3.637378
algorithm_13k,6,24,14.903168,3.796174
algorithm_13k,6,25,14.923917,3.950830
algorithm_13k,6,26,14.956236,4.126753
algorithm_13k,6,27,14.938864,4.305092
algorithm_13k,6,28,14.952037,4.464213
algorithm_13k,6,29,14.940111,4.628854
algorithm_13k,6,30,14.978405,4.804571
algorithm_13k,6,31,14.961928,4.960898
algorithm_lsp,6,1,0.000000,0.000000
algorithm_lsp,6,2,14.681285,0.703176
algorithm_lsp,6,3,14.763554,1.098284
algorithm_lsp,6,4,14.739677,1.536804
algorithm_lsp,6,5,14.273043,1.941050
algorithm_lsp,6,6,14.151083,2.338456
algorithm_lsp,6,7,14.252048,2.732175
algorithm_lsp,6,8,14.701379,3.128730
algorithm_lsp,6,9,14.663191,3.531742
algorithm_lsp,6,10,14.775268,3.928087
algorithm_lsp,6,11,14.033204,4.340284
algorithm_lsp,6,12,14.011570,4.732227
algorithm_lsp,6,13,14.037684,5.123294
algorithm_lsp,6,14,13.328147,5.524773
algorithm_lsp,6,15,13.180527,5.920109
algorithm_lsp,6,16,13.309902,6.315406
algorithm_lsp,6,17,12.390180,6.712350
algorithm_lsp,6,18,12.365453,7.109890
algorithm_lsp,6,19,12.413617,7.506405
algorithm_lsp,6,20,13.226163,7.903827
algorithm_lsp,6,21,13.245412,8.293188
algorithm_lsp,6,22,13.169552,8.681263
algorithm_lsp,6,23,13.305384,9.080594
algorithm_lsp,6,24,13.202217,9.473055
algorithm_lsp,6,25,13.283655,9.868946
algorithm_lsp,6,26,14.254144,10.261895
algorithm_lsp,6,27,14.253961,10.648160
algorithm_lsp,6,28,14.168863,11.038153
algorithm_lsp,6,29,13.173093,11.434188
algorithm_lsp,6,30,13.288500,11.828693
algorithm_lsp,6,31,13.312799,12.221960
algorithm_ksp,6,1,0.000000,0.000000
algorithm_ksp,6,2,14.976201,8.151434
algorithm_ksp,6,3,14.966859,16.265816
algorithm_ksp,6,4,13.767122,24.373028
algorithm_ksp,6,5,14.928637,32.467230
algorithm_ksp,6,6,14.954944,40.547998
algorithm_ksp,6,7,14.936694,48.654408
algorithm_ksp,6,8,14.019831,56.739199
algorithm_ksp,6,9,14.728461,64.854982
algorithm_ksp,6,10,14.912674,72.925073
algorithm_ksp,6,11,14.950197,81.006562
algorithm_ksp,6,12,14.520019,89.126704
algorithm_ksp,6,13,14.850430,97.194355
algorithm_ksp,6,14,14.915961,105.260197
algorithm_ksp,6,15,14.945698,113.341648
algorithm_ksp,6,16,14.939924,121.461727
algorithm_ksp,6,17,14.956614,129.529450
algorithm_ksp,6,18,14.954974,137.669660
algorithm_ksp,6,19,14.974847,145.767249
algorithm_ksp,6,20,14.952157,153.857185
algorithm_ksp,6,21,14.121865,161.926632
algorithm_ksp,6,22,14.936218,170.046642
algorithm_ksp,6,23,11.400726,178.153256
algorithm_ksp,6,24,14.968821,186.116630
algorithm_ksp,6,25,14.971559,194.069991
algorithm_ksp,6,26,14.951101,202.020255
algorithm_ksp,6,27,11.508742,210.141401
algorithm_ksp,6,28,14.937085,218.237188
algorithm_ksp,6,29,14.939377,226.279743
algorithm_ksp,6,30,14.958860,234.351428
algorithm_ksp,6,31,11.564035,242.626856
algorithm_13k,7,1,0.000000,0.000000
algorithm_13k,7,2,-16.544665,0.197574
algorithm_13k,7,3,-17.091753,0.359581
algorithm_13k,7,4,-16.585471,0.521609
algorithm_13k,7,5,-13.891253,0.756489
algorithm_13k,7,6,-19.318769,0.968040
algorithm_13k,7,7,-18.517248,1.189759
algorithm_13k,7,8,-16.276154,1.380421
algorithm_13k,7,9,-17.000115,1.563780
algorithm_13k,7,10,-14.161457,1.758907
algorithm_13k,7,11,-15.090726,1.945892
algorithm_13k,7,12,-14.613230,2.132668
algorithm_13k,7,13,-16.596446,2.364410
algorithm_13k,7,14,-16.950162,2.555117
algorithm_13k,7,15,-16.271033,2.787574
algorithm_13k,7,16,-16.900856,3.002329
algorithm_13k,7,17,-17.404203,3.203851
algorithm_13k,7,18,-17.171427,3.425669
algorithm_13k,7,19,-16.659102,3.642253
algorithm_13k,7,20,-16.726864,3.862803
algorithm_13k,7,21,-16.682249,4.142057
algorithm_13k,7,22,-16.036229,4.469604
algorithm_13k,7,23,-13.681071,4.713387
algorithm_13k,7,24,-13.898579,4.962167
algorithm_13k,7,25,-16.288227,5.246643
algorithm_13k,7,26,-16.053038,5.491396
algorithm_13k,7,27,-15.873654,5.789216
algorithm_13k,7,28,-16.268554,6.105176
algorithm_13k,7,29,-16.162222,6.415210
algorithm_13k,7,30,-14.625848,6.769964
algorithm_13k,7,31,-14.205525,7.098181
algorithm_lsp,7,1,0.000000,0.000000
algorithm_lsp,7,2,-17.734469,0.570683
algorithm_lsp,7,3,-17.617913,0.962362
algorithm_lsp,7,4,-17.612776,1.357823
algorithm_lsp,7,5,-14.688602,1.807014
algorithm_lsp,7,6,-14.790273,2.295591
algorithm_lsp,7,7,-14.599428,2.690827
algorithm_lsp,7,8,-16.307750,3.081904
algorithm_lsp,7,9,-16.203130,3.481081
algorithm_lsp,7,10,-16.168707,3.879342
algorithm_lsp,7,11,-18.329767,4.272817
algorithm_lsp,7,12,-18.524605,4.662967
algorithm_lsp,7,13,-18.020385,5.062359
algorithm_lsp,7,14,-15.530414,5.457296
algorithm_lsp,7,15,-15.534837,5.849888
algorithm_lsp,7,16,-15.581858,6.244086
algorithm_lsp,7,17,-16.192126,6.631733
algorithm_lsp,7,18,-16.442582,7.025416
algorithm_lsp,7,19,-16.546039,7.427952
algorithm_lsp,7,20,-16.851377,7.821498
algorithm_lsp,7,21,-17.100610,8.215851
